,loss,val_loss
0,208.3630828857422,98.81832885742188
1,46.02372360229492,8.444226264953613
2,8.267746925354004,6.877931594848633
3,7.789919853210449,6.475702285766602
4,8.328168869018555,6.954256534576416
5,8.428811073303223,7.614035129547119
6,8.11594295501709,7.258606433868408
7,8.293201446533203,9.227198600769043
8,8.315458297729492,7.057850360870361
9,8.192564010620117,6.334066390991211
10,7.969356060028076,7.165437698364258
11,7.963344573974609,7.412337303161621
12,8.338425636291504,15.051846504211426
13,7.979617595672607,6.246117115020752
14,8.356788635253906,6.239124774932861
15,7.989112854003906,6.277980804443359
16,7.681725978851318,6.66865873336792
17,7.752180099487305,6.234179496765137
18,7.8227009773254395,6.216731071472168
19,8.130879402160645,6.617607116699219
20,7.639767646789551,6.193199634552002
21,7.531100749969482,6.052682876586914
22,7.999734401702881,8.810283660888672
23,7.808608531951904,10.035573959350586
24,7.756155967712402,6.19777250289917
25,7.8422722816467285,6.174137115478516
26,7.861180782318115,6.6829352378845215
27,7.428562164306641,6.043363094329834
28,7.92673921585083,6.020963191986084
29,7.321926593780518,8.661266326904297
30,7.070246696472168,6.517348766326904
31,6.619680404663086,5.4587602615356445
32,5.953147888183594,4.685922622680664
33,6.230821132659912,4.825116157531738
34,6.177939414978027,5.445085525512695
35,6.002187252044678,5.175437927246094
36,6.05622673034668,4.699267864227295
37,5.639703750610352,4.611667633056641
38,5.95997953414917,4.565136432647705
39,6.088970184326172,4.565975189208984
40,5.874869346618652,6.488138198852539
41,5.623515605926514,6.289093494415283
42,5.777324676513672,8.414606094360352
43,5.968469619750977,4.405559062957764
44,5.987835884094238,4.9750213623046875
45,5.928592205047607,6.165516376495361
46,5.643134593963623,6.497859001159668
47,5.643503665924072,4.4717116355896
48,5.6303300857543945,5.3924455642700195
49,5.544526100158691,4.6045732498168945
