,loss,val_loss
0,2860.396728515625,180.15350341796875
1,104.33958435058594,173.02122497558594
2,99.8034439086914,165.70960998535156
3,85.35299682617188,132.8210906982422
4,64.97521209716797,106.96885681152344
5,46.944278717041016,84.54231262207031
6,38.84869384765625,71.63085174560547
7,35.079341888427734,69.96916961669922
8,32.74190902709961,89.00625610351562
9,30.765077590942383,78.3081283569336
10,29.4688720703125,76.7255859375
11,28.82660675048828,94.47502899169922
12,27.348934173583984,78.18904113769531
13,25.75349235534668,71.91812896728516
14,24.964975357055664,88.35833740234375
15,23.35323143005371,88.13323974609375
16,21.555055618286133,79.89313507080078
17,20.096521377563477,62.082122802734375
18,18.840341567993164,71.97607421875
19,18.3692569732666,53.78785705566406
20,17.315820693969727,56.60026550292969
21,16.187477111816406,64.80294799804688
22,16.036548614501953,62.61558151245117
23,14.865110397338867,63.02198791503906
24,14.200733184814453,55.42652130126953
25,14.285624504089355,58.28023147583008
26,14.89274787902832,53.83017349243164
27,13.67182731628418,63.70865249633789
28,14.363425254821777,55.917938232421875
29,13.552469253540039,47.32225799560547
