,loss,val_loss
0,973.6187133789062,157.899169921875
1,186.20687866210938,105.9178466796875
2,43.95445251464844,9.511497497558594
3,8.405997276306152,7.6770920753479
4,7.818665027618408,6.64920711517334
5,8.642346382141113,6.580593109130859
6,8.465662002563477,8.384174346923828
7,8.385419845581055,6.587026596069336
8,8.172750473022461,7.433351993560791
9,9.26856803894043,7.4869561195373535
10,8.710857391357422,9.026040077209473
11,8.36729907989502,6.945583820343018
12,8.63344669342041,8.430242538452148
13,9.032429695129395,8.415578842163086
14,9.508869171142578,7.130399227142334
15,8.288743019104004,6.820502281188965
16,9.49029541015625,6.383129596710205
17,8.35074520111084,9.561699867248535
18,8.773283958435059,6.4989190101623535
19,8.841096878051758,6.600480079650879
20,8.436151504516602,7.004310607910156
21,8.516478538513184,7.607680320739746
22,8.572887420654297,6.445894241333008
23,8.825706481933594,6.496804714202881
24,8.45930004119873,6.286158561706543
25,8.723467826843262,6.358071327209473
26,7.823925495147705,6.353381633758545
27,8.840643882751465,7.0702104568481445
28,8.824211120605469,6.3504638671875
29,8.470163345336914,7.5224199295043945
30,8.551016807556152,9.110814094543457
31,8.375327110290527,12.308500289916992
32,8.276629447937012,6.759846210479736
33,8.509034156799316,8.609240531921387
34,8.364567756652832,12.363282203674316
35,8.816791534423828,6.683958053588867
36,9.11434555053711,6.250515460968018
37,8.228738784790039,5.186830997467041
38,7.109902381896973,6.077950477600098
39,6.725634574890137,7.1596856117248535
40,6.80417537689209,7.748429775238037
41,6.342475414276123,4.880587100982666
42,6.459176540374756,4.986901760101318
43,6.438738822937012,5.877073764801025
44,6.700568675994873,4.7815470695495605
45,6.189544200897217,5.000694274902344
46,6.201608657836914,7.197209358215332
47,6.555922031402588,9.461775779724121
48,7.16957950592041,6.924748420715332
49,6.0064167976379395,4.824328422546387
